P,Player,Week,Team,Opp,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Josh Gordon,12,CLE,NYG,11,0,0,0,0
RB,George Atkinson,12,CLE,NYG,17,4500,3000,0,0
RB,Rajion Neal,12,CLE,NYG,17,0,0,0,0
RB,Glenn Winston,12,CLE,NYG,17,4500,0,0,0
TE,Randall Telfer,12,CLE,NYG,11,4500,2500,0,0
WR,Rannell Hall,12,CLE,NYG,11,4500,0,0,0
WR,Ricardo Louis,12,CLE,NYG,11,4500,3000,0,0
WR,Jordan Payton,12,CLE,NYG,11,4500,3000,0,0
WR,Dennis Parks,12,CLE,NYG,11,0,0,0,0
RB,Darren McFadden,12,DAL,WAS,20,4500,3000,0,0
TE,James Hanna,12,DAL,WAS,24,4500,0,0,0
WR,Brice Butler,12,DAL,WAS,14,4600,3000,0,0
TE,Gavin Escobar,12,DAL,WAS,24,4500,2500,0,0
FB,Keith Smith,12,DAL,WAS,20,4500,3000,0,0
WR,Vince Mayle,12,DAL,WAS,14,0,3000,0,0
TE,Geoff Swaim,12,DAL,WAS,24,4500,0,0,0
RB,Darius Jackson,12,DAL,WAS,20,4500,3000,0,0
WR,Chris Brown,12,DAL,WAS,14,4500,0,0,0
TE,Virgil Green,12,DEN,KC,3,4500,2600,0,0
RB,CJ Anderson,12,DEN,KC,15,0,0,0,0
WR,Marlon Brown,12,DEN,KC,27,4500,0,0,0
WR,Cody Latimer,12,DEN,KC,27,4500,3000,0,0
RB,Juwan Thompson,12,DEN,KC,15,4500,3000,0,0
TE,Jeff Heuerman,12,DEN,KC,3,4500,2500,0,0
RB,Justin Forsett,12,DET,MIN,12,4500,3000,0,0
TE,Brandon Pettigrew,12,DET,MIN,22,0,0,0,0
TE,Matthew Mulligan,12,DET,MIN,22,0,2500,0,0
TE,Clay Harbor,12,DET,MIN,22,4500,2500,0,0
WR,Ryan Spadola,12,DET,MIN,2,0,0,0,0
TE,Tim Wright,12,DET,MIN,22,0,0,0,0
TE,Eric Ebron,12,DET,MIN,22,6000,4000,0,0
RB,Ameer Abdullah,12,DET,MIN,12,4500,0,0,0
FB,Michael Burton,12,DET,MIN,12,4500,3000,0,0
RB,Zach Zenner,12,DET,MIN,12,4500,3000,0,0
TE,Cole Wick,12,DET,MIN,22,4500,0,0,0
RB,Eddie Lacy,12,GB,PHI,10,0,0,0,0
TE,Richard Rodgers,12,GB,PHI,4,4500,2600,0,0
RB,John Crockett,12,GB,PHI,10,4500,0,0,0
WR,Trevor Davis,12,GB,PHI,19,4600,3000,0,0
WR,Geronimo Allison,12,GB,PHI,19,4900,3000,0,0
FB,Joe Kerridge,12,GB,PHI,10,0,3000,0,0
RB,Don Jackson,12,GB,PHI,10,4500,0,0,0
RB,Alfred Blue,12,HOU,SD,28,5200,4300,0,0
FB,Jay Prosch,12,HOU,SD,28,4500,3000,0,0
WR,Jaelen Strong,12,HOU,SD,17,4500,3000,0,0
WR,Keith Mumphery,12,HOU,SD,17,4500,3000,0,0
RB,Tyler Ervin,12,HOU,SD,28,4500,3000,0,0
WR,Quenton Bundrage,12,HOU,SD,17,0,0,0,0
TE,Mike Mcfarland,12,IND,PIT,19,0,0,0,0
WR,Quan Bray,12,IND,PIT,4,4500,0,0,0
RB,Josh Ferguson,12,IND,PIT,30,4500,3000,0,0
WR,Chester Rogers,12,IND,PIT,4,4500,3000,0,0
TE,Mike Miller,12,IND,PIT,19,4500,0,0,0
TE,Marcedes Lewis,12,JAX,BUF,15,4500,2500,0,0
WR,Arrelious Benn,12,JAX,BUF,12,4500,3000,0,0
TE,Julius Thomas,12,JAX,BUF,15,5500,3000,0,0
WR,Bryan Walters,12,JAX,BUF,12,4500,3000,0,0
WR,Rashad Lawrence,12,JAX,BUF,12,0,0,0,0
WR,Rashad Greene,12,JAX,BUF,12,4500,3000,0,0
RB,Corey Grant,12,JAX,BUF,14,4500,3000,0,0
TE,Alex Ellis,12,JAX,BUF,15,0,0,0,0
RB,Jamaal Charles,12,KC,DEN,26,0,0,0,0
WR,Jeremy Maclin,12,KC,DEN,1,6200,5000,0,0
FB,Anthony Sherman,12,KC,DEN,26,4500,3000,0,0
RB,Trey Millard,12,KC,DEN,26,0,0,0,0
WR,Kenny Cook,12,KC,DEN,1,0,0,0,0
TE,Ross Travis,12,KC,DEN,8,4500,2500,0,0
WR,Demarcus Robinson,12,KC,DEN,1,4500,3000,0,0
TE,Cory Harkey,12,LAR,NO,19,4500,2500,0,0
WR,Stedman Bailey,12,LAR,NO,15,0,0,0,0
RB,Chase Reynolds,12,LAR,NO,30,4500,3000,0,0
RB,Tre Mason,12,LAR,NO,30,4500,0,0,0
RB,Zach Laskey,12,LAR,NO,30,4500,0,0,0
TE,Tyler Higbee,12,LAR,NO,19,4500,2500,0,0
WR,Pharoh Cooper,12,LAR,NO,15,4500,3000,0,0
TE,Temarrick Hemingway,12,LAR,NO,19,4500,2500,0,0
WR,Marquez North,12,LAR,NO,15,0,0,0,0
WR,Nelson Spruce,12,LAR,NO,15,4500,0,0,0
WR,Mike Thomas,12,LAR,NO,15,4500,3000,0,0
RB,Arian Foster,12,MIA,SF,32,0,0,0,0
TE,Jordan Cameron,12,MIA,SF,10,4500,0,0,0
TE,Dominique Jones,12,MIA,SF,10,4800,2500,0,0
WR,Tony Lippett,12,MIA,SF,30,0,0,0,0
WR,Jakeem Grant,12,MIA,SF,30,4500,3000,0,0
TE,Thomas Duarte,12,MIA,SF,10,4500,2500,0,0
RB,Adrian Peterson,12,MIN,DET,5,0,0,0,0
WR,Jarius Wright,12,MIN,DET,14,4500,3000,0,0
WR,Stefon Diggs,12,MIN,DET,14,6600,6900,0,0
WR,Laquon Treadwell,12,MIN,DET,14,4500,3000,0,0
TE,David Morgan,12,MIN,DET,32,4500,2500,0,0
WR,Matthew Slater,12,NE,NYJ,19,4500,3000,0,0
TE,Rob Gronkowski,12,NE,NYJ,14,8500,6900,0,0
RB,Brandon Bolden,12,NE,NYJ,19,4500,3000,0,0
TE,Greg Scruggs,12,NE,NYJ,14,0,0,0,0
TE,Matt Lengel,12,NE,NYJ,14,4500,2500,0,0
WR,DJ Foster,12,NE,NYJ,19,4500,3000,0,0
TE,John Phillips,12,NO,LA,7,4500,2500,0,0
TE,Michael Hoomanawanui,12,NO,LA,7,4500,0,0,0
RB,Travaris Cadet,12,NO,LA,7,4500,3000,0,0
WR,Brandin Cooks,12,NO,LA,13,7300,6800,0,0
RB,Marcus Murphy,12,NO,LA,7,4500,3000,0,0
RB,Daniel Lasco,12,NO,LA,7,4500,3000,0,0
WR,Jake Lampman,12,NO,LA,13,4500,3000,0,0
RB,Shane Vereen,12,NYG,CLE,31,4600,4000,0,0
FB,Will Johnson,12,NYG,CLE,31,4500,0,0,0
WR,Tavarres King,12,NYG,CLE,26,4500,3000,0,0
TE,Larry Donnell,12,NYG,CLE,31,4500,2500,0,0
RB,Orleans Darkwa,12,NYG,CLE,31,4500,3000,0,0
RB,Nikita Whitlock,12,NYG,CLE,31,4500,0,0,0
WR,Ben Edwards,12,NYG,CLE,26,0,0,0,0
TE,Matt Lacosse,12,NYG,CLE,31,4500,0,0,0
TE,Jerell Adams,12,NYG,CLE,31,4500,2500,0,0
TE,Kellen Davis,12,NYJ,NE,18,4500,0,0,0
RB,CJ Spiller,12,NYJ,NE,16,4500,3000,0,0
WR,Eric Decker,12,NYJ,NE,7,0,0,0,0
WR,Jeremy Ross,12,NYJ,NE,7,0,0,0,0
WR,Devin Smith,12,NYJ,NE,7,4500,3000,0,0
TE,Eric Tomlinson,12,NYJ,NE,18,4500,2500,0,0
WR,Charone Peake,12,NYJ,NE,7,4500,3000,0,0
TE,Braedon Bowman,12,NYJ,NE,18,0,0,0,0
RB,Romar Morris,12,NYJ,NE,16,0,0,0,0
TE,Lee Smith,12,OAK,CAR,30,4500,0,0,0
WR,Andre Holmes,12,OAK,CAR,24,4500,3000,0,0
TE,Gabe Holmes,12,OAK,CAR,30,4500,0,0,0
RB,Deandre Washington,12,OAK,CAR,4,4600,3900,0,0
TE,Brent Celek,12,PHI,GB,27,4600,2500,0,0
RB,Ryan Mathews,12,PHI,GB,17,5400,4200,0,0
WR,Nelson Agholor,12,PHI,GB,32,4700,3000,0,0
TE,Dillon Gordon,12,PHI,GB,27,0,0,0,0
WR,Paul Turner,12,PHI,GB,32,0,0,0,0
RB,DeAngelo Williams,12,PIT,IND,23,4500,5900,0,0
TE,David Johnson,12,PIT,IND,24,4500,2500,0,0
WR,Darrius Heyward-Bey,12,PIT,IND,19,4700,3000,0,0
RB,Daryl Richardson,12,PIT,IND,23,4500,3000,0,0
WR,Markus Wheaton,12,PIT,IND,19,4600,0,0,0
WR,Martavis Bryant,12,PIT,IND,19,0,0,0,0
TE,Xavier Grimble,12,PIT,IND,24,4500,2500,0,0
RB,Roosevelt Nix,12,PIT,IND,23,4500,3000,0,0
WR,Sammie Coates,12,PIT,IND,19,4700,3500,0,0
RB,Karlos Williams,12,PIT,IND,23,0,0,0,0
TE,Jesse James,12,PIT,IND,24,4700,2700,0,0
WR,Canaan Severin,12,PIT,IND,19,4500,0,0,0
WR,Steve Johnson,12,SD,HOU,3,0,0,0,0
TE,Antonio Gates,12,SD,HOU,5,6000,4200,0,0
TE,Jeff Cumberland,12,SD,HOU,5,4500,0,0,0
RB,Dexter McCluster,12,SD,HOU,26,4500,0,0,0
RB,Danny Woodhead,12,SD,HOU,26,0,0,0,0
RB,Ronnie Hillman,12,SD,HOU,26,4600,3000,0,0
TE,Sean McGrath,12,SD,HOU,5,4500,2500,0,0
WR,Keenan Allen,12,SD,HOU,3,0,0,0,0
WR,Isaiah Burse,12,SD,HOU,3,4500,3000,0,0
WR,Javontee Herndon,12,SD,HOU,3,0,0,0,0
RB,Branden Oliver,12,SD,HOU,26,0,0,0,0
TE,Asante Cleveland,12,SD,HOU,5,4500,2500,0,0
WR,Geremy Davis,12,SD,HOU,3,0,3000,0,0
FB,Derek Watt,12,SD,HOU,26,4500,3300,0,0
FB,Will Tukuafu,12,SEA,TB,22,4500,3000,0,0
TE,Brandon Williams,12,SEA,TB,21,4500,2500,0,0
WR,Tyler Slavin,12,SEA,TB,27,0,0,0,0
RB,Brandon Cottom,12,SEA,TB,22,4500,0,0,0
TE,Ronnie Shields,12,SEA,TB,21,0,0,0,0
RB,CJ Prosise,12,SEA,TB,22,5600,5100,0,0
TE,Nick Vannett,12,SEA,TB,21,4500,2500,0,0
RB,Alex Collins,12,SEA,TB,22,4500,3000,0,0
RB,Tre Madden,12,SEA,TB,22,4500,0,0,0
TE,Joe Sommers,12,SEA,TB,21,0,0,0,0
WR,Tanner Mcevoy,12,SEA,TB,27,5000,3000,0,0
RB,Troymaine Pope,12,SEA,TB,22,4500,3000,0,0
WR,Eric Rogers,12,SF,MIA,18,0,0,0,0
WR,Je'Ron Hamm,12,SF,MIA,18,4500,2500,0,0
WR,Bruce Ellington,12,SF,MIA,18,0,0,0,0
TE,Blake Bell,12,SF,MIA,17,4500,2500,0,0
RB,Mike Davis,12,SF,MIA,8,4500,3100,0,0
WR,Aaron Burbridge,12,SF,MIA,18,4500,3000,0,0
WR,Vincent Jackson,12,TB,SEA,8,4500,0,0,0
WR,Louis Murphy,12,TB,SEA,8,0,0,0,0
TE,Brandon Myers,12,TB,SEA,8,4500,2500,0,0
RB,Antone Smith,12,TB,SEA,12,0,0,0,0
RB,Jacquizz Rodgers,12,TB,SEA,12,5300,4500,0,0
RB,Mike James,12,TB,SEA,12,4500,3000,0,0
WR,Freddie Martino,12,TB,SEA,8,4500,3000,0,0
RB,Charles Sims,12,TB,SEA,12,0,0,0,0
TE,Anthony Fasano,12,TEN,CHI,6,4500,2500,0,0
WR,Andre Johnson,12,TEN,CHI,31,0,0,0,0
WR,Marc Mariani,12,TEN,CHI,31,4500,3000,0,0
WR,Kendall Wright,12,TEN,CHI,31,4600,4000,0,0
TE,Phillip Supernaw,12,TEN,CHI,6,4500,2500,0,0
RB,David Fluellen,12,TEN,CHI,5,0,3000,0,0
TE,Jace Amaro,12,TEN,CHI,6,4500,2500,0,0
RB,Antonio Andrews,12,TEN,CHI,5,4500,3000,0,0
RB,Jalston Fowler,12,TEN,CHI,5,4500,3000,0,0
WR,Tre McBride,12,TEN,CHI,31,0,3000,0,0
TE,Niles Paul,12,WAS,DAL,21,4500,0,0,0
WR,Rashad Ross,12,WAS,DAL,16,4500,3000,0,0
WR,Ryan Grant,12,WAS,DAL,16,4500,3000,0,0
RB,Silas Redd,12,WAS,DAL,5,4500,0,0,0
RB,Matt Jones,12,WAS,DAL,5,5100,3400,0,0
RB,Mack Brown,12,WAS,DAL,5,4500,3000,0,0
WR,Quinton Dunbar,12,WAS,DAL,16,0,0,0,0
WR,Josh Doctson,12,WAS,DAL,16,4500,0,0,0
RB,Keith Marshall,12,WAS,DAL,5,4500,0,0,0
WR,Reginald Diggs,12,WAS,DAL,16,0,0,0,0
RB,Chris Johnson,13,ARI,WAS,24,4500,0,0,0
WR,Ifeanyi Momah,13,ARI,WAS,13,4500,0,0,0
RB,Kerwynn Williams,13,ARI,WAS,24,4500,3000,0,0
RB,Stepfan Taylor,13,ARI,WAS,24,4500,3000,0,0
WR,Jaron Brown,13,ARI,WAS,13,4500,0,0,0
WR,Brittan Golden,13,ARI,WAS,13,4500,3000,0,0
WR,John Brown,13,ARI,WAS,13,5400,3800,0,0
TE,Troy Niklas,13,ARI,WAS,23,4500,0,0,0
TE,Hakeem Valles,13,ARI,WAS,23,0,2500,0,0
WR,Marquis Bundy,13,ARI,WAS,13,0,3000,0,0
TE,Jacob Tamme,13,ATL,KC,4,4600,0,0,0
WR,Eric Weems,13,ATL,KC,31,4500,3000,0,0
FB,Patrick DiMarco,13,ATL,KC,13,4500,3000,0,0
RB,Terron Ward,13,ATL,KC,13,4500,3000,0,0
WR,CJ Goodwin,13,ATL,KC,31,0,0,0,0
TE,Austin Hooper,13,ATL,KC,4,4600,2600,0,0
WR,Devin Fuller,13,ATL,KC,31,0,0,0,0
TE,Joshua Perkins,13,ATL,KC,4,0,2500,0,0
WR,Devin Hester,13,BAL,MIA,16,4500,3000,0,0
TE,Benjamin Watson,13,BAL,MIA,20,0,0,0,0
TE,Crockett Gillmore,13,BAL,MIA,20,4500,2500,0,0
RB,Lorenzo Taliaferro,13,BAL,MIA,11,4500,3000,0,0
WR,Chris Matthews,13,BAL,MIA,16,0,0,0,0
TE,Maxx Williams,13,BAL,MIA,20,4500,0,0,0
RB,Javorius Allen,13,BAL,MIA,11,4500,3000,0,0
FB,Jerome Felton,13,BUF,OAK,25,4500,3000,0,0
WR,Percy Harvin,13,BUF,OAK,25,4900,3400,0,0
TE,Charles Clay,13,BUF,OAK,24,4500,2600,0,0
WR,Marcus Easley,13,BUF,OAK,25,4500,0,0,0
TE,Chris Gragg,13,BUF,OAK,24,0,0,0,0
WR,Robert Woods,13,BUF,OAK,25,5100,4100,0,0
TE,Blake Annen,13,BUF,OAK,24,0,0,0,0
WR,Walter Powell,13,BUF,OAK,25,4500,3000,0,0
WR,Dezmin Lewis,13,BUF,OAK,25,0,0,0,0
RB,Jonathan Williams,13,BUF,OAK,25,4500,3000,0,0
WR,Kolby Listenbee,13,BUF,OAK,25,4500,0,0,0
TE,Ed Dickson,13,CAR,SEA,8,4500,2500,0,0
WR,LaRon Byrd,13,CAR,SEA,8,0,0,0,0
RB,Cameron Artis-Payne,13,CAR,SEA,9,4500,3800,0,0
TE,Chris Manhertz,13,CAR,SEA,8,4500,2500,0,0
RB,Devon Johnson,13,CAR,SEA,9,4500,0,0,0
WR,Eddie Royal,13,CHI,SF,32,5100,3400,0,0
TE,Logan Paulsen,13,CHI,SF,17,4600,2500,0,0
TE,Zach Miller,13,CHI,SF,17,0,0,0,0
WR,Alshon Jeffery,13,CHI,SF,32,0,6000,0,0
WR,Marquess Wilson,13,CHI,SF,32,5400,4000,0,0
WR,Kevin White,13,CHI,SF,32,4500,0,0,0
TE,Rory Anderson,13,CHI,SF,17,4500,0,0,0
RB,Paul Lasike,13,CHI,SF,32,4500,3000,0,0
WR,Daniel Braverman,13,CHI,SF,32,4500,0,0,0
TE,Ben Braunecker,13,CHI,SF,17,4500,2500,0,0
RB,Cedric Peerman,13,CIN,PHI,7,4500,3000,0,0
WR,AJ Green,13,CIN,PHI,23,7400,7500,0,0
RB,Giovani Bernard,13,CIN,PHI,7,0,0,0,0
TE,Ryan Hewitt,13,CIN,PHI,2,4500,2500,0,0
TE,Tyler Kroft,13,CIN,PHI,2,4500,2500,0,0
TE,CJ Uzomah,13,CIN,PHI,2,4500,2500,0,0
TE,Jason Witten,13,DAL,MIN,17,5300,3400,0,0
RB,Darren McFadden,13,DAL,MIN,7,4500,3000,0,0
TE,James Hanna,13,DAL,MIN,17,4500,0,0,0
RB,Lance Dunbar,13,DAL,MIN,7,4500,3000,0,0
WR,Brice Butler,13,DAL,MIN,2,4500,3000,0,0
TE,Gavin Escobar,13,DAL,MIN,17,4500,2500,0,0
FB,Keith Smith,13,DAL,MIN,7,4500,3000,0,0
WR,Vince Mayle,13,DAL,MIN,2,0,3000,0,0
TE,Geoff Swaim,13,DAL,MIN,17,4500,0,0,0
RB,Darius Jackson,13,DAL,MIN,7,4500,3000,0,0
WR,Chris Brown,13,DAL,MIN,2,4500,0,0,0
WR,Jordan Norwood,13,DEN,JAX,6,4500,3000,0,0
TE,Virgil Green,13,DEN,JAX,10,4500,2600,0,0
RB,CJ Anderson,13,DEN,JAX,18,0,0,0,0
WR,Marlon Brown,13,DEN,JAX,6,4500,3000,0,0
WR,Bennie Fowler,13,DEN,JAX,6,4500,3000,0,0
TE,Jeff Heuerman,13,DEN,JAX,10,4500,2500,0,0
WR,Jordan Taylor,13,DEN,JAX,6,4500,3000,0,0
FB,Andy Janovich,13,DEN,JAX,18,4500,3000,0,0
WR,Khalif Raymond,13,DEN,JAX,6,0,0,0,0
TE,Brandon Pettigrew,13,DET,NO,22,0,2500,0,0
TE,Matthew Mulligan,13,DET,NO,22,0,2500,0,0
TE,Clay Harbor,13,DET,NO,22,4500,2500,0,0
WR,Marvin Jones,13,DET,NO,15,5600,4400,0,0
WR,Ryan Spadola,13,DET,NO,15,0,0,0,0
TE,Tim Wright,13,DET,NO,22,0,0,0,0
RB,Ameer Abdullah,13,DET,NO,28,4500,5200,0,0
FB,Michael Burton,13,DET,NO,28,4500,3000,0,0
TE,Cole Wick,13,DET,NO,22,4500,0,0,0
RB,Eddie Lacy,13,GB,HOU,22,0,0,0,0
RB,John Crockett,13,GB,HOU,22,4500,0,0,0
WR,Trevor Davis,13,GB,HOU,3,4500,3000,0,0
WR,Geronimo Allison,13,GB,HOU,3,4600,3000,0,0
FB,Joe Kerridge,13,GB,HOU,22,0,3000,0,0
RB,Don Jackson,13,GB,HOU,22,4500,0,0,0
FB,Jay Prosch,13,HOU,GB,15,4500,3000,0,0
WR,Jaelen Strong,13,HOU,GB,30,4500,3000,0,0
WR,Keith Mumphery,13,HOU,GB,30,4500,3000,0,0
RB,Akeem Hunt,13,HOU,GB,15,4500,3500,0,0
WR,Braxton Miller,13,HOU,GB,30,4500,3000,0,0
RB,Tyler Ervin,13,HOU,GB,15,4500,3000,0,0
TE,Stephen Anderson,13,HOU,GB,26,4500,2500,0,0
WR,Quenton Bundrage,13,HOU,GB,30,0,0,0,0
TE,Mike Mcfarland,13,IND,NYJ,14,0,0,0,0
WR,Quan Bray,13,IND,NYJ,25,4500,0,0,0
WR,Chester Rogers,13,IND,NYJ,25,4500,3000,0,0
TE,Mike Miller,13,IND,NYJ,14,4500,0,0,0
TE,Marcedes Lewis,13,JAX,DEN,12,4500,0,0,0
WR,Arrelious Benn,13,JAX,DEN,1,4500,3000,0,0
RB,Chris Ivory,13,JAX,DEN,23,6000,3800,0,0
TE,Julius Thomas,13,JAX,DEN,12,5200,2800,0,0
WR,Allen Hurns,13,JAX,DEN,1,5000,3500,0,0
WR,Rashad Lawrence,13,JAX,DEN,1,0,0,0,0
WR,Rashad Greene,13,JAX,DEN,1,4500,3000,0,0
TE,Alex Ellis,13,JAX,DEN,12,0,2500,0,0
RB,Jamaal Charles,13,KC,ATL,30,0,0,0,0
WR,Jeremy Maclin,13,KC,ATL,21,5800,5300,0,0
FB,Anthony Sherman,13,KC,ATL,30,4500,3000,0,0
RB,Knile Davis,13,KC,ATL,30,4500,3500,0,0
RB,Charcandrick West,13,KC,ATL,30,5100,4900,0,0
RB,Trey Millard,13,KC,ATL,30,0,0,0,0
WR,Chris Conley,13,KC,ATL,21,4500,3100,0,0
TE,James O'Shaughnessy,13,KC,ATL,28,4500,2500,0,0
WR,Kenny Cook,13,KC,ATL,21,0,0,0,0
TE,Ross Travis,13,KC,ATL,28,4500,2500,0,0
WR,Demarcus Robinson,13,KC,ATL,21,4500,3000,0,0
TE,Cory Harkey,13,LAR,NE,15,4500,2500,0,0
WR,Tavon Austin,13,LAR,NE,9,5000,3900,0,0
WR,Stedman Bailey,13,LAR,NE,9,0,0,0,0
RB,Chase Reynolds,13,LAR,NE,12,4500,3000,0,0
RB,Tre Mason,13,LAR,NE,12,4500,0,0,0
RB,Malcolm Brown,13,LAR,NE,12,4500,3000,0,0
WR,Bradley Marquez,13,LAR,NE,9,4500,3000,0,0
RB,Zach Laskey,13,LAR,NE,12,4500,0,0,0
TE,Temarrick Hemingway,13,LAR,NE,15,4500,2500,0,0
WR,Marquez North,13,LAR,NE,9,0,0,0,0
WR,Nelson Spruce,13,LAR,NE,9,4500,0,0,0
WR,Mike Thomas,13,LAR,NE,9,4500,3000,0,0
RB,Arian Foster,13,MIA,BAL,1,0,0,0,0
TE,Jordan Cameron,13,MIA,BAL,3,4500,0,0,0
TE,MarQueis Gray,13,MIA,BAL,3,4500,2500,0,0
WR,Tony Lippett,13,MIA,BAL,26,0,0,0,0
WR,Leonte Carroo,13,MIA,BAL,26,4500,3100,0,0
WR,Jakeem Grant,13,MIA,BAL,26,4500,3000,0,0
TE,Thomas Duarte,13,MIA,BAL,3,4500,2500,0,0
WR,Rashawn Scott,13,MIA,BAL,26,4500,0,0,0
RB,Adrian Peterson,13,MIN,DAL,3,6900,5000,0,0
WR,Jarius Wright,13,MIN,DAL,17,4500,3000,0,0
FB,Zach Line,13,MIN,DAL,3,4500,3000,0,0
WR,Laquon Treadwell,13,MIN,DAL,17,4500,3000,0,0
TE,David Morgan,13,MIN,DAL,27,4500,2500,0,0
WR,Matthew Slater,13,NE,LA,18,4500,3000,0,0
TE,Rob Gronkowski,13,NE,LA,9,7300,6500,0,0
RB,Brandon Bolden,13,NE,LA,19,4500,3000,0,0
TE,Greg Scruggs,13,NE,LA,9,0,0,0,0
RB,James Develin,13,NE,LA,19,4500,3000,0,0
TE,Matt Lengel,13,NE,LA,9,4500,2500,0,0
WR,DJ Foster,13,NE,LA,18,4500,3000,0,0
TE,John Phillips,13,NO,DET,32,4500,2500,0,0
TE,Michael Hoomanawanui,13,NO,DET,32,4500,0,0,0
WR,Brandon Coleman,13,NO,DET,10,4500,3000,0,0
RB,Marcus Murphy,13,NO,DET,5,4500,3000,0,0
RB,Daniel Lasco,13,NO,DET,5,4500,3000,0,0
WR,Tommylee Lewis,13,NO,DET,10,4500,3000,0,0
WR,Jake Lampman,13,NO,DET,10,4500,3000,0,0
WR,Victor Cruz,13,NYG,PIT,4,4900,3300,0,0
RB,Shane Vereen,13,NYG,PIT,29,4500,4000,0,0
WR,Dwayne Harris,13,NYG,PIT,4,4500,3000,0,0
RB,Bobby Rainey,13,NYG,PIT,29,4500,3000,0,0
FB,Will Johnson,13,NYG,PIT,29,4500,0,0,0
WR,Tavarres King,13,NYG,PIT,4,4500,3000,0,0
TE,Larry Donnell,13,NYG,PIT,21,4500,2500,0,0
RB,Orleans Darkwa,13,NYG,PIT,29,4500,3000,0,0
RB,Nikita Whitlock,13,NYG,PIT,29,4500,0,0,0
WR,Ben Edwards,13,NYG,PIT,4,0,0,0,0
TE,Matt Lacosse,13,NYG,PIT,21,4500,0,0,0
TE,Kellen Davis,13,NYJ,IND,26,4500,0,0,0
WR,Eric Decker,13,NYJ,IND,21,0,0,0,0
WR,Jeremy Ross,13,NYJ,IND,21,0,3000,0,0
WR,Devin Smith,13,NYJ,IND,21,4500,3000,0,0
TE,Eric Tomlinson,13,NYJ,IND,26,4500,2500,0,0
WR,Charone Peake,13,NYJ,IND,21,4500,3000,0,0
WR,Jalin Marshall,13,NYJ,IND,21,4500,3000,0,0
TE,Braedon Bowman,13,NYJ,IND,26,0,0,0,0
RB,Romar Morris,13,NYJ,IND,24,0,0,0,0
TE,Lee Smith,13,OAK,BUF,14,4500,0,0,0
WR,Andre Holmes,13,OAK,BUF,11,4500,3000,0,0
FB,Jamize Olawale,13,OAK,BUF,16,4500,3000,0,0
TE,Gabe Holmes,13,OAK,BUF,14,4500,0,0,0
RB,Deandre Washington,13,OAK,BUF,16,4500,3900,0,0
WR,Johnny Holton,13,OAK,BUF,11,4500,3000,0,0
TE,Brent Celek,13,PHI,CIN,29,4500,2500,0,0
RB,Ryan Mathews,13,PHI,CIN,21,4800,3900,0,0
WR,Jordan Matthews,13,PHI,CIN,5,5700,5700,0,0
TE,Dillon Gordon,13,PHI,CIN,29,0,0,0,0
WR,Bryce Treggs,13,PHI,CIN,5,4500,3000,0,0
RB,DeAngelo Williams,13,PIT,NYG,14,4500,5700,0,0
TE,David Johnson,13,PIT,NYG,8,4500,2500,0,0
WR,Darrius Heyward-Bey,13,PIT,NYG,12,4500,3000,0,0
RB,Daryl Richardson,13,PIT,NYG,14,4500,3000,0,0
WR,Markus Wheaton,13,PIT,NYG,12,4500,0,0,0
WR,Martavis Bryant,13,PIT,NYG,12,0,0,0,0
TE,Xavier Grimble,13,PIT,NYG,8,4500,2500,0,0
RB,Roosevelt Nix,13,PIT,NYG,14,4500,3000,0,0
RB,Fitzgerald Toussaint,13,PIT,NYG,14,4500,4200,0,0
WR,Sammie Coates,13,PIT,NYG,12,4500,3200,0,0
RB,Karlos Williams,13,PIT,NYG,14,0,0,0,0
WR,Canaan Severin,13,PIT,NYG,12,4500,0,0,0
WR,Steve Johnson,13,SD,TB,19,0,0,0,0
TE,Jeff Cumberland,13,SD,TB,19,4500,0,0,0
RB,Dexter McCluster,13,SD,TB,20,4500,0,0,0
RB,Danny Woodhead,13,SD,TB,20,0,0,0,0
RB,Ronnie Hillman,13,SD,TB,20,4500,3000,0,0
TE,Sean McGrath,13,SD,TB,19,4500,2500,0,0
WR,Keenan Allen,13,SD,TB,19,0,0,0,0
WR,Jeremy Butler,13,SD,TB,19,0,3000,0,0
WR,Isaiah Burse,13,SD,TB,19,4500,3000,0,0
WR,Javontee Herndon,13,SD,TB,19,0,0,0,0
RB,Branden Oliver,13,SD,TB,20,0,0,0,0
TE,Asante Cleveland,13,SD,TB,19,4500,2500,0,0
WR,Geremy Davis,13,SD,TB,19,0,3000,0,0
FB,Will Tukuafu,13,SEA,CAR,4,4500,3000,0,0
TE,Luke Willson,13,SEA,CAR,31,4500,2500,0,0
TE,Brandon Williams,13,SEA,CAR,31,4500,2500,0,0
WR,Paul Richardson,13,SEA,CAR,26,4500,3000,0,0
WR,Tyler Slavin,13,SEA,CAR,26,0,0,0,0
RB,Brandon Cottom,13,SEA,CAR,4,4500,0,0,0
TE,Ronnie Shields,13,SEA,CAR,31,0,0,0,0
RB,CJ Prosise,13,SEA,CAR,4,4500,5100,0,0
RB,Alex Collins,13,SEA,CAR,4,4500,3000,0,0
RB,Tre Madden,13,SEA,CAR,4,4500,0,0,0
TE,Joe Sommers,13,SEA,CAR,31,0,0,0,0
WR,Torrey Smith,13,SF,CHI,29,4800,3500,0,0
WR,Rod Streater,13,SF,CHI,29,4500,3000,0,0
