P,Player,Week,Team,Opp,Opp Rank,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
WR,Diontae Spencer,7,DEN,KC,6,4500,3000,0,0,
RB,Jeremy Cox,7,DEN,KC,18,0,4000,0,0,
TE,Andrew Beck,7,DEN,KC,14,4000,2500,0,0,
WR,Tyrie Cleveland,7,DEN,KC,6,4500,3000,0,0,
FB,Bruce Miller,7,JAX,LAC,7,4500,4000,0,0,
TE,Tyler Eifert,7,JAX,LAC,25,4500,3000,0,0,
RB,Chris Thompson,7,JAX,LAC,7,4700,4000,0,0,
TE,Eric Saubert,7,JAX,LAC,25,4000,0,0,0,
RB,Dare Ogunbowale,7,JAX,LAC,7,4500,4000,0,0,
RB,Ryquell Armstead,7,JAX,LAC,7,4500,4000,0,0,
RB,Devine Ozigbo,7,JAX,LAC,7,4500,4000,0,0,
TE,Tyler Davis,7,JAX,LAC,25,0,2500,0,0,
FB,Anthony Sherman,7,KC,DEN,1,4500,4000,0,0,
WR,Sammy Watkins,7,KC,DEN,18,5300,4600,0,0,
RB,Damien Williams,7,KC,DEN,1,4500,0,0,0,
TE,Ricky Seals-Jones,7,KC,DEN,15,4000,2500,0,0,
TE,Deon Yelder,7,KC,DEN,15,4000,2500,0,0,
RB,Darrel Williams,7,KC,DEN,1,4900,4000,0,0,
RB,Darwin Thompson,7,KC,DEN,1,4500,4000,0,0,
TE,Stephen Anderson,7,LAC,JAX,28,4000,2500,0,0,
WR,K.J. Hill Jr.,7,LAC,JAX,17,4500,3000,0,0,
FB,Gabe Nabers,7,LAC,JAX,28,4500,4000,0,0,
WR,Matthew Slater,7,NE,SF,8,4500,3000,0,0,
RB,Brandon Bolden,7,NE,SF,2,4500,0,0,0,
WR,Marqise Lee,7,NE,SF,8,4500,0,0,0,
TE,Matt LaCosse,7,NE,SF,9,4000,0,0,0,
FB,Danny Vitale,7,NE,SF,2,4500,0,0,0,
RB,Sony Michel,7,NE,SF,2,5000,4000,0,0,
WR,Gunner Olszewski,7,NE,SF,8,4500,3000,0,0,
TE,Devin Asiasi,7,NE,SF,9,4000,2500,0,0,
RB,J.J. Taylor,7,NE,SF,2,4600,4000,0,0,
WR,Travis Benjamin,7,SF,NE,21,4500,0,0,0,
WR,Trent Taylor,7,SF,NE,21,4500,3000,0,0,
WR,Kendrick Bourne,7,SF,NE,21,5200,3400,0,0,
WR,Dante Pettis,7,SF,NE,21,4600,3000,0,0,
WR,Richie James Jr.,7,SF,NE,21,4500,3000,0,0,
TE,Ross Dwelley,7,SF,NE,5,4300,2500,0,0,
TE,Charlie Woerner,7,SF,NE,5,4000,2500,0,0,
TE,Darrell Daniels,7,ARI,SEA,4,4000,2700,0,0,
TE,Evan Baylis,7,ARI,SEA,4,4000,0,0,0,
TE,Jordan Thomas,7,ARI,SEA,4,4200,2500,0,0,
WR,Trent Sherfield,7,ARI,SEA,32,4500,3000,0,0,
WR,KeeSean Johnson,7,ARI,SEA,32,4500,3000,0,0,
RB,Eno Benjamin,7,ARI,SEA,9,4500,4000,0,0,
RB,Jonathan Ward,7,ARI,SEA,9,4500,4000,0,0,
FB,Nick Bellore,7,SEA,ARI,20,4500,4000,0,0,
TE,Luke Willson,7,SEA,ARI,10,4000,2500,0,0,
WR,Penny Hart,7,SEA,ARI,7,4500,3000,0,0,
WR,Freddie Swain,7,SEA,ARI,7,4600,3000,0,0,
WR,Ted Ginn Jr.,7,CHI,LAR,2,4500,3000,0,0,
TE,J.P. Holtz,7,CHI,LAR,20,4000,2500,0,0,
RB,Ryan Nall,7,CHI,LAR,11,4500,4000,0,0,
WR,Riley Ridley,7,CHI,LAR,2,4500,3000,0,0,
RB,Artavis Pierce,7,CHI,LAR,11,4500,4000,0,0,
TE,Tyler Higbee,7,LAR,CHI,16,5900,5000,0,0,
WR,Nsimba Webster,7,LAR,CHI,3,4500,3000,0,0,
TE,Brycen Hopkins,7,LAR,CHI,16,4000,2500,0,0,
RB,Cam Akers,7,LAR,CHI,12,5000,4000,0,0,
WR,Trishton Jackson,7,LAR,CHI,3,4500,3000,0,0,
RB,Xavier Jones,7,LAR,CHI,12,4500,4000,0,0,
RB,Raymond Calais,7,LAR,CHI,12,4500,4000,0,0,
TE,Luke Stocker,8,ATL,CAR,10,4000,2500,0,0,
FB,Keith Smith,8,ATL,CAR,28,4500,4000,0,0,
RB,Ito Smith,8,ATL,CAR,28,4700,4000,0,0,
WR,Brandon Powell,8,ATL,CAR,4,4700,3000,0,0,
TE,Jaeden Graham,8,ATL,CAR,10,4000,2500,0,0,
WR,Olamide Zaccheaus,8,ATL,CAR,4,4900,3000,0,0,
WR,Pharoh Cooper,8,CAR,ATL,28,4500,3000,0,0,
WR,Marken Michel,8,CAR,ATL,28,0,3000,0,0,
FB,Alex Armah,8,CAR,ATL,14,4500,4000,0,0,
TE,Colin Thompson,8,CAR,ATL,32,0,2500,0,0,
WR,Brandon Zylstra,8,CAR,ATL,28,4500,3000,0,0,
RB,Trenton Cannon,8,CAR,ATL,14,5000,4000,0,0,
RB,Mark Ingram II,8,BAL,PIT,3,5600,4800,0,0,
WR,De'Anthony Thomas,8,BAL,PIT,25,4500,0,0,0,
TE,Nick Boyle,8,BAL,PIT,5,4100,3000,0,0,
WR,Chris Moore,8,BAL,PIT,25,4500,3000,0,0,
FB,Patrick Ricard,8,BAL,PIT,3,4500,4000,0,0,
RB,Justice Hill,8,BAL,PIT,3,4500,4000,0,0,
WR,James Proche II,8,BAL,PIT,25,4500,3000,0,0,
WR,Andre Roberts,8,BUF,NE,17,4500,3000,0,0,
TE,Lee Smith,8,BUF,NE,6,4100,2500,0,0,
RB,Taiwan Jones,8,BUF,NE,23,4500,4000,0,0,
RB,T.J. Yeldon,8,BUF,NE,23,4500,4000,0,0,
WR,Duke Williams,8,BUF,NE,17,4500,3000,0,0,
WR,Isaiah McKenzie,8,BUF,NE,17,4600,3000,0,0,
TE,Dawson Knox,8,BUF,NE,6,4400,3200,0,0,
TE,Tommy Sweeney,8,BUF,NE,6,4000,2500,0,0,
TE,Nate Becker,8,BUF,NE,6,4000,0,0,0,
WR,Gabriel Davis,8,BUF,NE,17,4900,3500,0,0,
TE,Reggie Gilliam,8,BUF,NE,6,4200,2500,0,0,
WR,Alex Erickson,8,CIN,TEN,27,4600,3000,0,0,
WR,Mike Thomas,8,CIN,TEN,27,4500,3000,0,0,
RB,Joe Mixon,8,CIN,TEN,22,7400,6300,0,0,
WR,John Ross III,8,CIN,TEN,27,4600,3000,0,0,
TE,Mason Schreck,8,CIN,TEN,24,4000,2500,0,0,
TE,Drew Sample,8,CIN,TEN,24,4600,3400,0,0,
RB,Trayveon Williams,8,CIN,TEN,22,4600,4000,0,0,
TE,Austin Hooper,8,CLE,LV,15,5200,4000,0,0,
FB,Andy Janovich,8,CLE,LV,30,4500,4000,0,0,
WR,Taywan Taylor,8,CLE,LV,24,4500,3000,0,0,
RB,Dontrell Hilliard,8,CLE,LV,30,4600,4000,0,0,
WR,KhaDarel Hodge,8,CLE,LV,24,4500,3000,0,0,
TE,Stephen Carlson,8,CLE,LV,15,4000,2500,0,0,
WR,Donovan Peoples-Jones,8,CLE,LV,24,5200,3800,0,0,
RB,Jonathan Williams,8,DET,IND,6,0,0,0,0,
WR,Geronimo Allison,8,DET,IND,14,4500,0,0,0,
WR,Kenny Golladay,8,DET,IND,14,7600,6600,0,0,
TE,Isaac Nauta,8,DET,IND,1,4000,2500,0,0,
WR,Quintez Cephus,8,DET,IND,14,4600,3000,0,0,
TE,Marcedes Lewis,8,GB,MIN,16,4400,2500,0,0,
WR,Devin Funchess,8,GB,MIN,31,4500,0,0,0,
RB,Aaron Jones,8,GB,MIN,16,8500,7300,0,0,
RB,Dexter Williams,8,GB,MIN,16,4500,4000,0,0,
TE,John Lovett,8,GB,MIN,16,0,2500,0,0,
TE,Noah Togiai,8,IND,DET,4,4000,2500,0,0,
WR,Dezmon Patmon,8,IND,DET,23,4500,3000,0,0,
FB,Anthony Sherman,8,KC,NYJ,25,4500,0,0,0,
WR,Sammy Watkins,8,KC,NYJ,11,5300,4800,0,0,
RB,Damien Williams,8,KC,NYJ,25,4500,0,0,0,
RB,DeAndre Washington,8,KC,NYJ,25,4500,4000,0,0,
WR,Marcus Kemp,8,KC,NYJ,11,4500,3000,0,0,
TE,Ricky Seals-Jones,8,KC,NYJ,21,4000,2500,0,0,
TE,Johnny Mundt,8,LAR,MIA,2,4000,2500,0,0,
WR,Nsimba Webster,8,LAR,MIA,15,4500,3000,0,0,
TE,Brycen Hopkins,8,LAR,MIA,2,4000,2500,0,0,
WR,Trishton Jackson,8,LAR,MIA,15,4500,3000,0,0,
RB,Xavier Jones,8,LAR,MIA,24,4500,4000,0,0,
RB,Raymond Calais,8,LAR,MIA,24,4500,4000,0,0,
TE,Derek Carrier,8,LV,CLE,19,4000,2500,0,0,
WR,Nelson Agholor,8,LV,CLE,30,5000,4700,0,0,
TE,Nick O'Leary,8,LV,CLE,19,4000,2500,0,0,
WR,Zay Jones,8,LV,CLE,30,4500,3000,0,0,
WR,Rico Gafford,8,LV,CLE,30,0,3000,0,0,
TE,Foster Moreau,8,LV,CLE,19,4200,2500,0,0,
WR,Bryan Edwards,8,LV,CLE,30,4600,3600,0,0,
WR,Allen Hurns,8,MIA,LAR,2,4500,0,0,0,
WR,Albert Wilson,8,MIA,LAR,2,4500,0,0,0,
RB,Jordan Howard,8,MIA,LAR,7,4700,4000,0,0,
TE,Adam Shaheen,8,MIA,LAR,20,4400,2500,0,0,
WR,Mack Hollins,8,MIA,LAR,2,4500,3000,0,0,
FB,Chandler Cox,8,MIA,LAR,7,4500,4000,0,0,
RB,Patrick Laird,8,MIA,LAR,7,4500,4000,0,0,
WR,Lynn Bowden Jr.,8,MIA,LAR,2,4500,3000,0,0,
RB,Salvon Ahmed,8,MIA,LAR,7,4500,4000,0,0,
RB,Ameer Abdullah,8,MIN,GB,31,4500,4000,0,0,
WR,Tajaé Sharpe,8,MIN,GB,12,4500,3000,0,0,
TE,Tyler Conklin,8,MIN,GB,8,4000,2500,0,0,
RB,Mike Boone,8,MIN,GB,31,4800,4000,0,0,
WR,Bisi Johnson,8,MIN,GB,12,4500,3000,0,0,
WR,K.J. Osborn,8,MIN,GB,12,4500,3000,0,0,
WR,Dan Chisena,8,MIN,GB,12,4500,3000,0,0,
WR,Matthew Slater,8,NE,BUF,8,4500,3000,0,0,
RB,Brandon Bolden,8,NE,BUF,18,4500,0,0,0,
WR,Marqise Lee,8,NE,BUF,8,4500,0,0,0,
TE,Matt LaCosse,8,NE,BUF,28,4000,0,0,0,
FB,Danny Vitale,8,NE,BUF,18,4500,0,0,0,
WR,N'Keal Harry,8,NE,BUF,8,5100,3400,0,0,
FB,Jakob Johnson,8,NE,BUF,18,4500,4000,0,0,
TE,Devin Asiasi,8,NE,BUF,28,4000,2500,0,0,
TE,Dalton Keene,8,NE,BUF,28,4000,2500,0,0,
RB,J.J. Taylor,8,NE,BUF,18,4600,4000,0,0,
TE,Ryan Griffin,8,NYJ,KC,14,4100,2800,0,0,
WR,Breshad Perriman,8,NYJ,KC,4,5000,3600,0,0,
WR,Jamison Crowder,8,NYJ,KC,4,6300,5800,0,0,
TE,Daniel Brown,8,NYJ,KC,14,4000,2500,0,0,
WR,Josh Doctson,8,NYJ,KC,4,4500,0,0,0,
WR,Jaleel Scott,8,NYJ,KC,4,4500,0,0,0,
TE,Trevon Wesco,8,NYJ,KC,14,4100,2500,0,0,
TE,Vance McDonald,8,PIT,BAL,17,4200,2500,0,0,
FB,Derek Watt,8,PIT,BAL,4,4500,4000,0,0,
RB,Trey Edmunds,8,PIT,BAL,4,4500,4000,0,0,
WR,James Washington,8,PIT,BAL,9,5000,3000,0,0,
RB,Jaylen Samuels,8,PIT,BAL,4,4500,4000,0,0,
TE,Zach Gentry,8,PIT,BAL,17,4000,2500,0,0,
RB,Benny Snell Jr.,8,PIT,BAL,4,5100,4000,0,0,
TE,MyCole Pruitt,8,TEN,CIN,30,4000,2500,0,0,
TE,Geoff Swaim,8,TEN,CIN,30,4000,2500,0,0,
WR,Adam Humphries,8,TEN,CIN,18,5000,3800,0,0,
WR,Cameron Batson,8,TEN,CIN,18,4500,0,0,0,
WR,Nick Westbrook-Ikhine,8,TEN,CIN,18,4500,3000,0,0,
TE,Nick Vannett,8,DEN,LAC,23,4000,2500,0,0,
TE,Jake Butt,8,DEN,LAC,23,4200,2500,0,0,
WR,Tim Patrick,8,DEN,LAC,10,5400,4700,0,0,
WR,Fred Brown,8,DEN,LAC,10,4500,0,0,0,
RB,Royce Freeman,8,DEN,LAC,13,5100,4000,0,0,
WR,Diontae Spencer,8,DEN,LAC,10,4500,3000,0,0,
RB,Jeremy Cox,8,DEN,LAC,13,0,0,0,0,
WR,Tyrie Cleveland,8,DEN,LAC,10,4500,3000,0,0,
TE,Stephen Anderson,8,LAC,DEN,11,4000,2500,0,0,
WR,Tyron Johnson,8,LAC,DEN,13,4500,3000,0,0,
TE,Donald Parham Jr.,8,LAC,DEN,11,4600,3000,0,0,
WR,Jason Moore,8,LAC,DEN,13,4500,3000,0,0,
WR,Joe Reed,8,LAC,DEN,13,4600,3000,0,0,
WR,K.J. Hill Jr.,8,LAC,DEN,13,4500,3000,0,0,
WR,Ted Ginn Jr.,8,CHI,NO,22,4500,3000,0,0,
WR,Dwayne Harris,8,CHI,NO,22,0,0,0,0,
TE,Demetrius Harris,8,CHI,NO,31,4200,2500,0,0,
TE,J.P. Holtz,8,CHI,NO,31,4000,2500,0,0,
WR,Riley Ridley,8,CHI,NO,22,4500,3000,0,0,
RB,Artavis Pierce,8,CHI,NO,8,4500,4000,0,0,
WR,Emmanuel Sanders,8,NO,CHI,3,6000,4900,0,0,
WR,Michael Thomas,8,NO,CHI,3,8600,7300,0,0,
RB,Dwayne Washington,8,NO,CHI,14,4500,4000,0,0,
TE,Cole Wick,8,NO,CHI,18,0,0,0,0,
TE,Jason Vander Laan,8,NO,CHI,18,4000,0,0,0,
WR,Marquez Callaway,8,NO,CHI,3,5000,3400,0,0,
TE,Adam Trautman,8,NO,CHI,18,4200,2500,0,0,
TE,Greg Olsen,8,SEA,SF,7,4900,3600,0,0,
TE,Luke Willson,8,SEA,SF,7,4000,2500,0,0,
RB,Carlos Hyde,8,SEA,SF,1,5000,5300,0,0,
RB,Chris Carson,8,SEA,SF,1,7600,6200,0,0,
WR,Penny Hart,8,SEA,SF,6,4500,3000,0,0,
TE,Colby Parkinson,8,SEA,SF,7,4000,2500,0,0,
TE,Stephen Sullivan,8,SEA,SF,7,4500,0,0,0,
WR,Freddie Swain,8,SEA,SF,6,4600,3000,0,0,
WR,Travis Benjamin,8,SF,SEA,32,4500,0,0,0,
WR,Kevin White,8,SF,SEA,32,0,0,0,0,
WR,River Cracraft,8,SF,SEA,32,4500,0,0,0,
WR,Richie James Jr.,8,SF,SEA,32,4500,3000,0,0,
WR,Deebo Samuel,8,SF,SEA,32,5800,6000,0,0,
TE,Charlie Woerner,8,SF,SEA,3,4000,2500,0,0,
FB,Jamize Olawale,8,DAL,PHI,11,4500,0,0,0,
TE,Blake Bell,8,DAL,PHI,27,4300,2500,0,0,
WR,Noah Brown,8,DAL,PHI,21,4600,3000,0,0,
WR,Malik Turner,8,DAL,PHI,21,4500,3000,0,0,
TE,Sean McKeon,8,DAL,PHI,27,4000,2500,0,0,
RB,Rico Dowdle,8,DAL,PHI,11,4500,4000,0,0,
WR,Stephen Guidry,8,DAL,PHI,21,4500,0,0,0,
WR,Alshon Jeffery,8,PHI,DAL,29,5000,4700,0,0,
WR,Marquise Goodwin,8,PHI,DAL,29,4500,0,0,0,
TE,Richard Rodgers,8,PHI,DAL,25,5300,3900,0,0,
TE,Jason Croom,8,PHI,DAL,25,4400,2500,0,0,
WR,J.J. Arcega-Whiteside,8,PHI,DAL,29,4900,3000,0,0,
RB,Miles Sanders,8,PHI,DAL,28,7900,6300,0,0,
WR,John Hightower,8,PHI,DAL,29,5300,3000,0,0,
RB,Jason Huntley,8,PHI,DAL,28,4500,4000,0,0,
WR,Quez Watkins,8,PHI,DAL,29,4500,3000,0,0,
RB,Devonta Freeman,8,NYG,TB,4,5500,4600,0,0,
TE,Eric Tomlinson,8,NYG,TB,15,4000,2500,0,0,
WR,C.J. Board,8,NYG,TB,9,4500,3000,0,0,
WR,Da'Mari Scott,8,NYG,TB,9,4500,0,0,0,
WR,Austin Mack,8,NYG,TB,9,4600,3000,0,0,
RB,LeSean McCoy,8,TB,NYG,19,4600,4000,0,0,
WR,Chris Godwin,8,TB,NYG,23,7600,6400,0,0,
WR,Cyril Grayson,8,TB,NYG,23,0,3000,0,0,
TE,Antony Auclair,8,TB,NYG,8,4000,2500,0,0,
WR,Justin Watson,8,TB,NYG,23,4600,3000,0,0,
TE,Tanner Hudson,8,TB,NYG,8,4000,2500,0,0,
RB,Ke'Shawn Vaughn,8,TB,NYG,19,4900,4000,0,0,
WR,Kenny Stills,1,HOU,KC,3,4900,4400,0,0,
WR,Keke Coutee,1,HOU,KC,3,4700,3200,0,0,
RB,Buddy Howell,1,HOU,KC,27,4500,4000,0,0,
TE,Kahale Warring,1,HOU,KC,22,4000,2500,0,0,
FB,Cullen Gillaspia,1,HOU,KC,27,4500,4000,0,0,
RB,Scottie Phillips,1,HOU,KC,27,4500,4000,0,0,
RB,Damien Williams,1,KC,HOU,26,4500,0,0,0,
WR,Marcus Kemp,1,KC,HOU,20,4500,3000,0,0,
TE,Ricky Seals-Jones,1,KC,HOU,24,4200,2900,0,0,
WR,Byron Pringle,1,KC,HOU,20,4500,3000,0,0,
TE,Deon Yelder,1,KC,HOU,24,4100,2500,0,0,
TE,Nick Keizer,1,KC,HOU,24,0,2500,0,0,
RB,Darwin Thompson,1,KC,HOU,26,4700,4000,0,0,
TE,Luke Stocker,1,ATL,SEA,30,4000,2500,0,0,
FB,Keith Smith,1,ATL,SEA,20,4500,4000,0,0,
WR,Christian Blake,1,ATL,SEA,15,4700,3000,0,0,
WR,Brandon Powell,1,ATL,SEA,15,4500,3000,0,0,
TE,Jaeden Graham,1,ATL,SEA,30,4200,2900,0,0,
RB,Qadree Ollison,1,ATL,SEA,20,4600,4000,0,0,
WR,Olamide Zaccheaus,1,ATL,SEA,15,4600,3000,0,0,
WR,De'Anthony Thomas,1,BAL,CLE,8,4500,0,0,0,
WR,Chris Moore,1,BAL,CLE,8,4700,3000,0,0,
RB,Justice Hill,1,BAL,CLE,25,4800,4000,0,0,
WR,James Proche II,1,BAL,CLE,8,4600,3000,0,0,
WR,Andre Roberts,1,BUF,NYJ,25,4500,3200,0,0,
TE,Lee Smith,1,BUF,NYJ,3,4200,2500,0,0,
RB,Taiwan Jones,1,BUF,NYJ,9,4500,4000,0,0,
RB,T.J. Yeldon,1,BUF,NYJ,9,4600,4000,0,0,
TE,Tyler Kroft,1,BUF,NYJ,3,4300,2800,0,0,
TE,Reggie Gilliam,1,BUF,NYJ,3,4500,4000,0,0,
RB,Mike Davis,1,CAR,LV,19,4600,4000,0,0,
WR,Pharoh Cooper,1,CAR,LV,23,4800,3000,0,0,
TE,Colin Thompson,1,CAR,LV,31,0,2500,0,0,
WR,Brandon Zylstra,1,CAR,LV,23,4500,3000,0,0,
RB,Trenton Cannon,1,CAR,LV,19,4500,4000,0,0,
WR,Ted Ginn Jr.,1,CHI,DET,29,4900,3700,0,0,
TE,Demetrius Harris,1,CHI,DET,15,4200,2500,0,0,
TE,J.P. Holtz,1,CHI,DET,15,4000,2500,0,0,
TE,Eric Saubert,1,CHI,DET,15,4000,2500,0,0,
RB,Ryan Nall,1,CHI,DET,29,4500,4000,0,0,
WR,Riley Ridley,1,CHI,DET,29,4500,3200,0,0,
TE,Cole Kmet,1,CHI,DET,15,4500,3400,0,0,
FB,Andy Janovich,1,CLE,BAL,8,4500,4000,0,0,
WR,JoJo Natson,1,CLE,BAL,12,4500,3000,0,0,
TE,Stephen Carlson,1,CLE,BAL,1,4000,2500,0,0,
WR,Donovan Peoples-Jones,1,CLE,BAL,12,4500,3700,0,0,
TE,Jesse James,1,DET,CHI,18,4400,3200,0,0,
RB,Jonathan Williams,1,DET,CHI,15,4800,4000,0,0,
WR,Geronimo Allison,1,DET,CHI,5,4500,0,0,0,
WR,Kenny Golladay,1,DET,CHI,5,7300,6200,0,0,
WR,Jamal Agnew,1,DET,CHI,5,0,3000,0,0,
RB,Ty Johnson,1,DET,CHI,15,4500,4000,0,0,
TE,Hunter Bryant,1,DET,CHI,18,4000,2500,0,0,
TE,Marcedes Lewis,1,GB,MIN,2,4300,3000,0,0,
WR,Devin Funchess,1,GB,MIN,24,4500,0,0,0,
TE,Robert Tonyan,1,GB,MIN,2,4200,2500,0,0,
WR,Equanimeous St. Brown,1,GB,MIN,24,4500,3500,0,0,
TE,Jace Sternberger,1,GB,MIN,2,4100,3600,0,0,
TE,John Lovett,1,GB,MIN,2,0,4000,0,0,
WR,Malik Taylor,1,GB,MIN,24,4500,3000,0,0,
RB,Jordan Wilkins,1,IND,JAX,31,4600,4000,0,0,
WR,Ashton Dulin,1,IND,JAX,10,4500,3000,0,0,
TE,Noah Togiai,1,IND,JAX,20,4000,2500,0,0,
WR,Dezmon Patmon,1,IND,JAX,10,4500,3000,0,0,
WR,Dede Westbrook,1,JAX,IND,26,5500,4600,0,0,
RB,Dare Ogunbowale,1,JAX,IND,6,4800,4000,0,0,
RB,Ryquell Armstead,1,JAX,IND,6,4800,4000,0,0,
TE,Tyler Davis,1,JAX,IND,11,0,2500,0,0,
TE,Ben Ellefson,1,JAX,IND,11,4000,2500,0,0,
RB,Nathan Cottrell,1,JAX,IND,6,0,4000,0,0,
TE,Derek Carrier,1,LV,CAR,7,4000,2500,0,0,
TE,Nick O'Leary,1,LV,CAR,7,4000,2500,0,0,
WR,Zay Jones,1,LV,CAR,19,4800,3500,0,0,
WR,Rico Gafford,1,LV,CAR,19,0,3000,0,0,
FB,Alec Ingold,1,LV,CAR,32,4500,4000,0,0,
TE,Foster Moreau,1,LV,CAR,7,4100,2500,0,0,
WR,Allen Hurns,1,MIA,NE,1,5000,0,0,0,
WR,Albert Wilson,1,MIA,NE,1,5100,0,0,0,
TE,Adam Shaheen,1,MIA,NE,10,4000,3100,0,0,
WR,Mack Hollins,1,MIA,NE,1,4500,3000,0,0,
TE,Durham Smythe,1,MIA,NE,10,4100,2700,0,0,
FB,Chandler Cox,1,MIA,NE,1,4500,4000,0,0,
WR,Lynn Bowden Jr.,1,MIA,NE,1,4600,4200,0,0,
WR,Malcolm Perry,1,MIA,NE,1,4500,4000,0,0,
RB,Ameer Abdullah,1,MIN,GB,23,4700,4000,0,0,
WR,Tajaé Sharpe,1,MIN,GB,11,4800,3800,0,0,
FB,C.J. Ham,1,MIN,GB,23,4500,4000,0,0,
TE,Tyler Conklin,1,MIN,GB,17,4000,2500,0,0,
RB,Mike Boone,1,MIN,GB,23,4600,4000,0,0,
WR,Chad Beebe,1,MIN,GB,11,4500,3500,0,0,
WR,K.J. Osborn,1,MIN,GB,11,4500,3000,0,0,
WR,Dan Chisena,1,MIN,GB,11,4500,3000,0,0,
WR,Matthew Slater,1,NE,MIA,31,4500,3000,0,0,
RB,Brandon Bolden,1,NE,MIA,28,4500,0,0,0,
WR,Marqise Lee,1,NE,MIA,31,4500,0,0,0,
WR,Damiere Byrd,1,NE,MIA,31,4600,3200,0,0,
TE,Matt LaCosse,1,NE,MIA,16,4000,0,0,0,
FB,Danny Vitale,1,NE,MIA,28,4500,0,0,0,
WR,Jakobi Meyers,1,NE,MIA,31,4700,3500,0,0,
FB,Jakob Johnson,1,NE,MIA,28,4500,4000,0,0,
TE,Devin Asiasi,1,NE,MIA,16,4100,3500,0,0,
TE,Dalton Keene,1,NE,MIA,16,4000,3000,0,0,
TE,Ryan Griffin,1,NYJ,BUF,5,4300,3400,0,0,
TE,Daniel Brown,1,NYJ,BUF,5,4000,2500,0,0,
WR,Josh Doctson,1,NYJ,BUF,2,4500,0,0,0,
WR,Josh Malone,1,NYJ,BUF,2,4500,3000,0,0,
WR,Braxton Berrios,1,NYJ,BUF,2,4500,3000,0,0,
TE,Trevon Wesco,1,NYJ,BUF,5,4000,2500,0,0,
WR,Denzel Mims,1,NYJ,BUF,2,4900,4300,0,0,
RB,La'Mical Perine,1,NYJ,BUF,13,4500,4000,0,0,
WR,Alshon Jeffery,1,PHI,WAS,21,5000,5400,0,0,
WR,Marquise Goodwin,1,PHI,WAS,21,4500,0,0,0,
TE,Richard Rodgers,1,PHI,WAS,28,4000,2500,0,0,
WR,J.J. Arcega-Whiteside,1,PHI,WAS,21,5300,3900,0,0,
RB,Miles Sanders,1,PHI,WAS,30,6800,6300,0,0,
FB,Nick Bellore,1,SEA,ATL,11,4500,4000,0,0,
TE,Luke Willson,1,SEA,ATL,19,4100,2500,0,0,
WR,Phillip Dorsett II,1,SEA,ATL,17,5000,4200,0,0,
WR,Penny Hart,1,SEA,ATL,17,4500,3000,0,0,
RB,DeeJay Dallas,1,SEA,ATL,11,4500,4000,0,0,
TE,Jeremy Sprinkle,1,WAS,PHI,6,4300,3500,0,0,
TE,Marcus Baugh,1,WAS,PHI,6,4000,2500,0,0,
WR,Cam Sims,1,WAS,PHI,30,4500,3000,0,0,
RB,Bryce Love,1,WAS,PHI,7,4500,4000,0,0,
WR,Antonio Gandy-Golden,1,WAS,PHI,30,5000,4000,0,0,
WR,Isaiah Wright,1,WAS,PHI,30,4500,3000,0,0,
WR,Alex Erickson,1,CIN,LAC,4,4600,3600,0,0,
RB,Samaje Perine,1,CIN,LAC,22,4500,4000,0,0,
TE,Cethan Carter,1,CIN,LAC,8,4000,2500,0,0,
WR,Auden Tate,1,CIN,LAC,4,4500,3800,0,0,
RB,Trayveon Williams,1,CIN,LAC,22,4500,4000,0,0,
WR,Tee Higgins,1,CIN,LAC,4,4900,4400,0,0,
TE,Stephen Anderson,1,LAC,CIN,12,4000,2500,0,0,
TE,Donald Parham Jr.,1,LAC,CIN,12,4000,2500,0,0,
WR,Jason Moore,1,LAC,CIN,18,4500,3400,0,0,
WR,Joe Reed,1,LAC,CIN,18,4600,3900,0,0,
WR,K.J. Hill Jr.,1,LAC,CIN,18,4500,3000,0,0,
FB,Gabe Nabers,1,LAC,CIN,24,4500,4000,0,0,
TE,Maxx Williams,1,ARI,SF,4,4400,3100,0,0,
RB,D.J. Foster,1,ARI,SF,3,4500,4000,0,0,
TE,Darrell Daniels,1,ARI,SF,4,4000,2500,0,0,
WR,Trent Sherfield,1,ARI,SF,14,4700,3000,0,0,
WR,Andy Isabella,1,ARI,SF,14,4600,3600,0,0,
WR,KeeSean Johnson,1,ARI,SF,14,4800,3300,0,0,
RB,Eno Benjamin,1,ARI,SF,3,4600,4000,0,0,
TE,Josh Hill,1,NO,TB,25,4200,2800,0,0,
WR,Bennie Fowler,1,NO,TB,32,4700,3200,0,0,
FB,Michael Burton,1,NO,TB,2,4500,4000,0,0,
RB,Dwayne Washington,1,NO,TB,2,4500,4000,0,0,
TE,Cole Wick,1,NO,TB,25,0,0,0,0,
TE,Jason Vander Laan,1,NO,TB,25,4000,2500,0,0,
WR,Marquez Callaway,1,NO,TB,32,4500,3000,0,0,
TE,Adam Trautman,1,NO,TB,25,4000,2500,0,0,
WR,Travis Benjamin,1,SF,ARI,22,4600,0,0,0,
WR,Dante Pettis,1,SF,ARI,22,5000,3700,0,0,
WR,Richie James Jr.,1,SF,ARI,22,4800,3000,0,0,
RB,Jeff Wilson Jr.,1,SF,ARI,21,4600,4000,0,0,
TE,Ross Dwelley,1,SF,ARI,32,4200,2500,0,0,
WR,Brandon Aiyuk,1,SF,ARI,22,5200,4500,0,0,
TE,Charlie Woerner,1,SF,ARI,32,4000,2500,0,0,
